country,iso3,g.whoregion,year.new,source.new,all.areas.covered.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi,year.ret,source.ret,all.areas.covered.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi,dr.h.nr.ret,dr.h.nr.ret.pcnt,dr.h.nr.ret.pcnt.lo,dr.h.nr.ret.pcnt.hi
Liberia,LBR,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,EMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,LCA,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,SEA,2018,Survey,1,A,1052,,0.1,0,0.5,,,,,,,,,,1421,,0.1,0,0.5,,0.2,0,0.7,,0.2,0,0.7,,,,,2018,Survey,1,A,67,,3,0.4,10.4,,,,,,,,,,98,,3.1,0.6,8.7,,3,0.4,10.4,,4.5,0.9,12.5,,,,
Lesotho,LSO,AFR,2014,Survey,1,A,1409,,3.2,2.2,4.1,,1.6,1,2.3,,,,,,,,,,,,,,,,,,,,4,3.1,5.1,2014,Survey,1,A,1677,,7.3,4.2,10.4,,6.2,3.7,9.6,,,,,,,,,,,,,,,,,,,,5.1,2.9,8.3
Lithuania,LTU,EUR,2020,Surveillance,1,A,483,60,,,,,,,,,,,,,483,61,,,,97,,,,61,,,,,,,,2020,Surveillance,1,A,134,43,,,,,,,,,,,,,134,43,,,,49,,,,43,,,,,,,
Luxembourg,LUX,EUR,2020,Surveillance,1,A,18,0,,,,,,,,,,,,,18,0,,,,1,,,,0,,,,,,,,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Latvia,LVA,EUR,2017,Surveillance,1,A,364,28,,,,,,,,,,,,,364,29,,,,92,,,,29,,,,,,,,2017,Surveillance,1,A,59,17,,,,,,,,,,,,,59,18,,,,27,,,,18,,,,,,,
"China, Macao SAR",MAC,WPR,2020,Surveillance,1,A,209,3,,,,,,,,,,,,,209,4,,,,20,,,,4,,,,,,,,2020,Surveillance,1,A,23,0,,,,,,,,,,,,,23,0,,,,2,,,,0,,,,,,,
Morocco,MAR,EMR,2014,Survey,1,A,1086,,1,0.3,1.7,,0,0,0.3,,,,,,,,,,,,,,,,,,,,2.8,1.8,3.8,2014,Survey,1,A,195,,8.7,4.8,12.6,,0,0,1.9,,,,,,,,,,,,,,,,,,,,5.6,2.8,9.9
Monaco,MCO,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,2019,Surveillance,1,N,1194,299,,,,,,,,,,,,,1342,441,,,,402,,,,301,,,,,,,,2018,Surveillance,1,A,519,316,,,,,,,,,,,,,602,359,,,,342,,,,323,,,,,,,
Madagascar,MDG,AFR,2007,Survey,1,A,810,,0.49,0.13,1.26,,0,0,0.37,,,,,,,,,,,,,,,,,,,,4.07,2.8,5.72,2007,Survey,1,A,51,,3.92,0.48,13.46,,1.96,0.05,10.45,,,,,,,,,,,,,,,,,,,,5.88,1.23,16.24
Maldives,MDV,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,Surveillance,1,R,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Mexico,MEX,AMR,2009,Survey,1,A,1584,,2.4,2.1,2.8,,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,6.1,5.6,6.6,2009,Survey,1,A,191,,6.5,5.1,7.8,,4.4,3.3,5.5,,,,,,,,,,,,,,,,,,,,9,7,11
Marshall Islands,MHL,WPR,2017,Surveillance,1,A,67,0,,,,,,,,,,,,,67,0,,,,0,,,,0,,,,,,,,2017,Surveillance,1,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
North Macedonia,MKD,EUR,2020,Surveillance,1,A,81,0,,,,,,,,,,,,,81,1,,,,4,,,,1,,,,,,,,2020,Surveillance,1,A,10,0,,,,,,,,,,,,,10,1,,,,0,,,,1,,,,,,,
Mali,MLI,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,2019,Surveillance,1,N,37,0,,,,,,,,,,,,,37,0,,,,2,,,,0,,,,,,,,2014,Surveillance,1,R,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Myanmar,MMR,SEA,2013,Survey,1,A,1103,,5,3.1,6.8,,0.1,0,0.8,,,,,,,,,,,,,,,,,,,,3.6,2.5,5.1,2013,Survey,1,A,58,,27.1,15,39.2,,0,0,6.2,,,,,,,,,,,,,,,,,,,,5.2,1.1,1.4
Montenegro,MNE,EUR,2020,Surveillance,1,A,26,0,,,,,,,,,,,,,29,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Mongolia,MNG,WPR,2016,Survey,1,A,1273,,,,,,,,,1156,,5.5,4.2,6.9,,,,,,,,,,,,,,,,,,2016,Survey,1,A,301,,,,,,,,,267,,17.6,13.2,22.7,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,WPR,2020,Surveillance,1,N,24,2,,,,,,,,,,,,,24,2,,,,3,,,,2,,,,,,,,2014,Surveillance,1,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Mozambique,MOZ,AFR,2007,Survey,1,A,1102,,3.5,2.2,4.8,,0.2,0,0.7,,,,,,,,,,,,,,,,,,,,4.26,3.13,5.67,2007,Survey,1,A,25,,11.2,0,25.2,,8.4,0.1,26,,,,,,,,,,,,,,,,,,,,4,0.1,20.35
Mauritania,MRT,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,MSR,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,AFR,2019,Surveillance,1,A,110,0,,,,,,,,,,,,,110,1,,,,0,,,,1,,,,,,,,2019,Surveillance,1,A,11,0,,,,,,,,,,,,,11,0,,,,0,,,,0,,,,,,,
Malawi,MWI,AFR,2019,Survey,1,A,1466,,0.68,0.32,1.25,,,,,,,,,,1541,,2.32,1.56,3.08,,8.19,6.83,9.7,,2.04,1.38,2.9,,7.4,6.14,8.89,2019,Survey,1,A,483,,2.7,1.44,4.55,,,,,,,,,,567,,6.1,4.13,8.05,,13.04,10.17,16.3,,5.79,3.8,8.26,,10.35,7.78,13.41
Malaysia,MYS,WPR,2019,Surveillance,1,N,11961,68,,,,,,,,,,,,,12019,142,,,,246,,,,150,,,,,,,,2020,Surveillance,1,R,654,59,,,,,,,,,,,,,754,101,,,,89,,,,98,,,,,,,
Namibia,NAM,AFR,2015,Survey,1,A,2463,,4.3,3.4,5.1,,0.7,0.4,1,,,,,,,,,,,,,,,,,,,,7.3,6.2,8.3,2015,Survey,1,A,698,,9.2,7.1,11.4,,2.5,1.4,3.7,,,,,,,,,,,,,,,,,,,,9,6.9,11.1
New Caledonia,NCL,WPR,2019,Surveillance,1,N,16,0,,,,,,,,,,,,,16,0,,,,1,,,,0,,,,,,,,2018,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Niger,NER,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,AFR,2010,Survey,1,A,1190,,2.9,2.1,4,,1.4,0.9,2.2,,,,,,,,,,,,,,,,,,,,4.3,3.3,5.5,2010,Survey,1,A,259,,14.3,10.2,19.3,,10.6,7.1,15.2,,,,,,,,,,,,,,,,,,,,5.7,3.2,9.4
Nicaragua,NIC,AMR,2020,Surveillance,1,A,1262,1,,,,,,,,,,,,,1262,18,,,,1,,,,18,,,,,,,,2020,Surveillance,1,A,146,1,,,,,,,,,,,,,146,8,,,,1,,,,8,,,,,,,
Niue,NIU,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,2020,Surveillance,1,N,243,3,,,,,,,,,,,,,244,4,,,,21,,,,4,,,,,,,,2019,Surveillance,1,A,13,0,,,,,,,,,,,,,13,0,,,,0,,,,0,,,,,,,
Norway,NOR,EUR,2020,Surveillance,1,A,78,1,,,,,,,,,,,,,81,2,,,,7,,,,2,,,,,,,,2020,Surveillance,1,A,8,0,,,,,,,,,,,,,9,0,,,,2,,,,0,,,,,,,
Nepal,NPL,SEA,2011,Survey,1,A,664,,2.2,1.3,3.8,,0,,,,,,,,,,,,,,,,,,,,,,3.1,2,4.7,2011,Survey,1,A,142,,15.4,10.1,22.7,,0,,,,,,,,,,,,,,,,,,,,,,6.7,2.9,17.7
Nauru,NRU,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,WPR,2014,Surveillance,1,A,156,2,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,,2014,Surveillance,1,A,5,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Oman,OMN,EMR,2020,Surveillance,1,A,218,1,,,,,,,,,,,,,218,2,,,,15,,,,2,,,,,,,,2020,Surveillance,1,A,3,0,,,,,,,,,,,,,3,0,,,,0,,,,0,,,,,,,
Pakistan,PAK,EMR,2013,Survey,1,A,1380,,3.7,2.5,5,,0.7,0.1,1.2,1610,,4.2,3.2,5.3,,,,,,,,,,,,,,,7.9,6.5,9.4,2013,Survey,1,A,212,,18.1,13,23.4,,1.7,0.3,3.1,258,,19.8,15.1,22.2,,,,,,,,,,,,,,,6.6,3.7,10.8
Panama,PAN,AMR,2019,Surveillance,1,N,526,5,,,,,,,,,,,,,526,22,,,,12,,,,22,,,,,,,,2016,Surveillance,1,R,57,1,,,,9,,,,7,1,,,,,,,,,,,,,,,,,1,,,
Peru,PER,AMR,2016,Surveillance,1,A,14295,784,,,,117,,,,0,0,,,,,,,,,,,,,,,,,730,,,,2017,Surveillance,1,R,2584,491,,,,,,,,,,,,,2622,537,,,,1652,,,,533,,,,,,,
Philippines,PHL,WPR,2019,Survey,1,A,2107,,1.2,0.8,1.9,,,,,,,,,,3078,,1.8,1.3,2.6,,9.2,7.8,10.8,,1.9,1.3,2.7,,7.9,6.8,9.3,2019,Survey,1,A,230,,12,8.1,17.5,,,,,,,,,,431,,16.6,13.1,20.8,,21.3,15.4,28.6,,16.7,12.8,21.5,,9.2,5.5,15.1
Palau,PLW,WPR,2020,Surveillance,1,A,8,0,,,,,,,,,,,,,8,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Papua New Guinea,PNG,WPR,2014,Survey,0,A,999,,2.7,1.1,4.3,,1.4,0.8,2.3,999,,3.4,1.7,5,,,,,,,,,,,,,,,,,,2014,Survey,0,A,146,,19.1,8.5,29.8,,8.2,4.3,13.9,146,,25.6,14.9,36.3,,,,,,,,,,,,,,,,,
Poland,POL,EUR,2020,Surveillance,1,A,2005,26,,,,,,,,,,,,,2005,29,,,,89,,,,29,,,,,,,,2020,Surveillance,1,A,329,9,,,,,,,,,,,,,329,10,,,,20,,,,10,,,,,,,
Puerto Rico,PRI,AMR,2020,Surveillance,1,N,22,2,,,,,,,,,,,,,22,2,,,,5,,,,2,,,,,,,,2018,Surveillance,1,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Democratic People's Republic of Korea,PRK,SEA,2014,Survey,0,A,362,,1.9,0.8,3.9,,0.3,0,1.5,,,,,,,,,,,,,,,,,,,,,,,2014,Survey,0,A,98,,15.3,8.8,24,,1,0,5.6,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,2012,Surveillance,1,A,1219,12,,,,0,,,,,,,,,,,,,,,,,,,,,,57,,,,2012,Surveillance,1,A,102,5,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Paraguay,PRY,AMR,2008,Survey,1,A,319,,0.3,0,1.7,,0.6,0.1,2.2,,,,,,,,,,,,,,,,,,,,1.6,0.5,3.6,2008,Survey,1,A,48,,14.6,6.1,27.8,,0,,,,,,,,,,,,,,,,,,,,,,2.1,0.1,11.1
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2020,Surveillance,1,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,WPR,2018,Surveillance,1,A,32,1,,,,,,,,,,,,,32,1,,,,1,,,,1,,,,,,,,2018,Surveillance,1,A,7,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,,,,,
Qatar,QAT,EMR,2020,Surveillance,1,A,374,8,,,,,,,,,,,,,374,9,,,,31,,,,9,,,,,,,,2020,Surveillance,1,A,3,1,,,,,,,,,,,,,3,1,,,,1,,,,1,,,,,,,
Romania,ROU,EUR,2020,Surveillance,1,A,3562,63,,,,,,,,,,,,,3589,83,,,,159,,,,83,,,,,,,,2020,Surveillance,1,A,1180,138,,,,,,,,,,,,,1192,160,,,,194,,,,158,,,,,,,
Russian Federation,RUS,EUR,2020,Surveillance,1,A,21099,7152,,,,,,,,,,,,,21099,7657,,,,9778,,,,7657,,,,,,,,2020,Surveillance,1,A,20923,13417,,,,,,,,,,,,,20923,14306,,,,15346,,,,14306,,,,,,,
Rwanda,RWA,AFR,2015,Survey,1,A,1033,,1.4,0.7,2.1,,0.1,0,0.5,,,,,,,,,,,,,,,,,,,,1,0.5,1.8,2015,Survey,1,A,84,,10.7,5,19.4,,0,0,4.3,,,,,,,,,,,,,,,,,,,,1.2,0,6.5
Saudi Arabia,SAU,EMR,2010,Survey,1,A,1609,,1.8,1.4,2.4,,0.8,0.5,1.2,,,,,,,,,,,,,,,,,,,,5.7,4.9,6.7,2010,Survey,1,A,295,,15.9,11.9,20.6,,4.4,4.1,4.7,,,,,,,,,,,,,,,,,,,,24.1,23.4,24.7
Sudan,SDN,EMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,AFR,2014,Survey,1,A,818,,0.5,0,1,,0.4,0,0.9,,,,,,,,,,,,,,,,,,,,,,,2014,Survey,1,A,97,,17.5,11.1,23.9,,1,0,3.1,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,2020,Surveillance,1,A,1066,9,,,,,,,,,,,,,1066,12,,,,72,,,,12,,,,,,,,2020,Surveillance,1,A,55,1,,,,,,,,,,,,,55,1,,,,6,,,,1,,,,,,,
Solomon Islands,SLB,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Surveillance,1,R,7,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Sierra Leone,SLE,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Surveillance,1,R,73,8,,,,2,,,,0,0,,,,,,,,,,,,,,,,,3,,,
San Marino,SMR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,EMR,2011,Survey,1,A,754,,5.2,2.7,7.7,,3.5,2.4,5,,,,,,,,,,,,,,,,,,,,6,4.5,7.9,2011,Survey,1,A,96,,40.7,23.3,58.1,,6.3,2.8,13.4,,,,,,,,,,,,,,,,,,,,8.3,4.2,16
Serbia,SRB,EUR,2013,Surveillance,1,A,705,6,,,,2,,,,0,0,,,,,,,,,,,,,,,,,8,,,,2013,Surveillance,1,A,86,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,2,,,
South Sudan,SSD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Surveillance,1,R,8,7,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Suriname,SUR,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,2020,Surveillance,1,A,51,0,,,,,,,,,,,,,51,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,11,1,,,,,,,,,,,,,11,1,,,,2,,,,1,,,,,,,
Slovenia,SVN,EUR,2020,Surveillance,1,A,57,0,,,,,,,,,,,,,57,1,,,,1,,,,1,,,,,,,,2020,Surveillance,1,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Sweden,SWE,EUR,2020,Surveillance,1,A,169,4,,,,,,,,,,,,,169,4,,,,15,,,,4,,,,,,,,2020,Surveillance,1,A,10,1,,,,,,,,,,,,,10,1,,,,1,,,,1,,,,,,,
Eswatini,SWZ,AFR,2020,Surveillance,1,A,1104,7,,,,,,,,,,,,,1104,43,,,,25,,,,43,,,,,,,,2020,Surveillance,1,A,66,11,,,,,,,,,,,,,77,15,,,,41,,,,15,,,,,,,
Sint Maarten (Dutch part),SXM,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,2020,Surveillance,1,N,7,0,,,,,,,,,,,,,7,0,,,,7,,,,0,,,,,,,,2012,Surveillance,1,A,2,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Syrian Arab Republic,SYR,EMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Surveillance,1,A,38,5,,,,,,,,,,,,,38,13,,,,14,,,,16,,,,,,,
Turks and Caicos Islands,TCA,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,AFR,2020,Surveillance,1,A,1613,1,,,,,,,,,,,,,1613,13,,,,1,,,,13,,,,,,,,2020,Surveillance,1,A,124,1,,,,,,,,,,,,,124,3,,,,1,,,,3,,,,,,,
Thailand,THA,SEA,2012,Survey,1,A,1622,,2,1.4,2.8,,0.2,0,0.5,,,,,,,,,,,,,,,,,,,,10.2,8.7,11.7,2020,Surveillance,1,R,3667,337,,,,,,,,,,,,,3724,590,,,,740,,,,490,,,,,,,
Tajikistan,TJK,EUR,2017,Survey,1,A,1270,,19.9,17.8,22.2,,,,,,,,,,1270,,21.4,19.3,23.8,,28.4,25.9,30.9,,21.4,19.3,23.8,,,,,2020,Surveillance,1,A,301,84,,,,,,,,,,,,,340,147,,,,135,,,,85,,,,,,,
Tokelau,TKL,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,2018,Survey,1,A,894,,23.4,20.7,26.2,,,,,,,,,,970,,23.2,20.6,25.9,,39.9,36.8,43.2,,24.4,21.7,27.3,,,,,2018,Survey,1,A,273,,54.2,48.3,60.1,,,,,,,,,,278,,54,48.1,59.8,,69.2,63.6,74.5,,55,49,60.8,,,,
Timor-Leste,TLS,SEA,2019,Survey,1,A,59,,1.7,0.1,7.2,,,,,,,,,,844,,0.6,0.2,1.3,,11.9,5.3,21.7,,1.7,0.1,7.2,,10.2,4.2,19.5,2019,Survey,1,A,5,,0,0,100,,,,,,,,,,73,,2.7,0.5,8.2,,0,0,100,,20,1.3,62.8,,0,0,100
Tonga,TON,WPR,2020,Surveillance,1,N,5,0,,,,,,,,,,,,,5,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,2018,Surveillance,1,A,1051,11,,,,,,,,,,,,,1051,11,,,,11,,,,11,,,,,,,,2020,Surveillance,1,R,22,7,,,,,,,,,,,,,22,7,,,,13,,,,7,,,,,,,
Turkey,TUR,EUR,2020,Surveillance,1,A,3710,84,,,,,,,,,,,,,3777,94,,,,384,,,,94,,,,,,,,2020,Surveillance,1,A,285,24,,,,,,,,,,,,,297,33,,,,56,,,,30,,,,,,,
Tuvalu,TUV,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Republic of Tanzania,TZA,AFR,2018,Survey,1,A,1060,,1.1,0.4,1.8,,,,,,,,,,1161,,0.97,0.4,1.6,,1.1,0.5,1.7,,0.94,0.4,1.5,,,,,2018,Survey,1,A,108,,5,1,8.9,,,,,,,,,,123,,7.3,2.7,11.9,,4.6,1.1,8.2,,6.5,2.3,10.6,,,,
Uganda,UGA,AFR,2011,Survey,1,A,1209,,1.4,0.6,2.2,,0.2,0.1,0.6,,,,,,,,,,,,,,,,,,,,1.4,0.6,2.2,2011,Survey,1,A,116,,12.1,6.8,19.4,,0,,,,,,,,,,,,,,,,,,,,,,5.2,1.9,10
Ukraine,UKR,EUR,2020,Surveillance,1,A,8793,1849,,,,,,,,,,,,,8793,2515,,,,2559,,,,2515,,,,,,,,2020,Surveillance,1,A,4025,1227,,,,,,,,,,,,,4025,1662,,,,1482,,,,1662,,,,,,,
Uruguay,URY,AMR,2018,Surveillance,1,A,512,1,,,,,,,,,,,,,512,2,,,,3,,,,2,,,,,,,,2018,Surveillance,1,A,81,0,,,,,,,,,,,,,81,0,,,,1,,,,0,,,,,,,
United States of America,USA,AMR,2020,Surveillance,1,A,4359,40,,,,,,,,,,,,,4370,47,,,,360,,,,47,,,,,,,,2020,Surveillance,1,A,189,8,,,,,,,,,,,,,189,9,,,,28,,,,9,,,,,,,
Uzbekistan,UZB,EUR,2020,Surveillance,1,A,3946,721,,,,,,,,,,,,,3946,721,,,,721,,,,721,,,,,,,,2020,Surveillance,1,A,1499,673,,,,,,,,,,,,,1767,679,,,,929,,,,679,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,2020,Surveillance,1,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (Bolivarian Republic of),VEN,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,2012,Survey,1,A,1105,,4,2.5,5.4,,0.09,0,0.5,,,,,,,,,,,,,,,,,,,,14.3,12.3,16.5,2012,Survey,1,A,195,,23.3,16.7,29.9,,1,0.1,3.7,,,,,,,,,,,,,,,,,,,,17.4,12.4,23.5
Vanuatu,VUT,WPR,2020,Surveillance,1,N,43,0,,,,,,,,,,,,,43,0,,,,43,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallis and Futuna Islands,WLF,WPR,2019,Surveillance,1,N,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,2019,Surveillance,1,N,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,2011,Survey,1,A,1108,,1.7,0.5,3,,0.6,0,1.3,,,,,,,,,,,,,,,,,,,,1.9,1,2.8,2011,Survey,1,A,129,,14.9,8.1,21.7,,3.2,0.1,6.3,,,,,,,,,,,,,,,,,,,,1.5,0,3.6
South Africa,ZAF,AFR,2020,Surveillance,1,A,92650,1562,,,,,,,,,,,,,92650,2404,,,,1691,,,,2404,,,,,,,,2020,Surveillance,1,A,19888,1249,,,,,,,,,,,,,19888,3647,,,,1290,,,,3647,,,,,,,
Zambia,ZMB,AFR,2008,Survey,1,A,604,,0.3,0.04,1.19,,0.8,0.3,1.9,,,,,,,,,,,,,,,,,,,,5.3,3.7,7.4,2008,Survey,1,A,136,,8.1,4.1,14,,10.3,5.7,16.6,,,,,,,,,,,,,,,,,,,,11.8,6.9,18.4
Zimbabwe,ZWE,AFR,2016,Survey,1,A,1043,,1.8,1,2.5,,,,,1043,,4.6,3,6.2,,,,,,,,,,,,,,,,,,2016,Survey,1,A,141,,6.4,2.4,10.3,,,,,141,,14.2,8.9,19.5,,,,,,,,,,,,,,,,,
