country,iso3,g.whoregion,row.rank.ret,year.ret,source.ret,all.areas.covered.ret,area.desc.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi
Switzerland,CHE,EUR,8,2008,Surveillance,1,,A,34,1,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,9,2007,pre-2010 TME data collection,1,,A,37,3,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,10,2006,pre-2010 TME data collection,1,,A,41,0,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,11,2005,Surveillance,1,,A,30,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,12,2004,Surveillance,1,,A,29,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,13,2003,Surveillance,1,,A,36,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,14,2002,Surveillance,1,,A,45,7,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,15,2001,Surveillance,1,,A,59,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,16,2000,Surveillance,1,,A,57,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,17,1999,Surveillance,1,,A,57,6,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,18,1997,Surveillance,1,,A,40,5,,,,1,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,AMR,1,2020,Surveillance,1,,A,167,3,,,,,,,,,,,,,173,6,,,,6,,,,6,,,
Chile,CHL,AMR,2,2019,Surveillance,1,,A,203,7,,,,,,,,,,,,,221,18,,,,14,,,,18,,,
Chile,CHL,AMR,3,2017,Surveillance,1,,A,101,1,,,,,,,,,,,,,101,6,,,,3,,,,6,,,
Chile,CHL,AMR,4,2015,Surveillance,1,,A,160,5,,,,4,,,,1,0,,,,,,,,,,,,,,,,
Chile,CHL,AMR,5,2014,Surveillance,1,,A,179,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Chile,CHL,AMR,6,2013,Surveillance,1,,R,176,8,,,,3,,,,0,0,,,,,,,,,,,,,,,,
Chile,CHL,AMR,7,2012,Surveillance,1,,R,172,5,,,,5,,,,0,0,,,,,,,,,,,,,,,,
Chile,CHL,AMR,8,2011,Surveillance,1,,R,277,9,,,,9,,,,0,0,,,,,,,,,,,,,,,,
Chile,CHL,AMR,9,2010,Surveillance,1,,R,276,8,,,,12,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,AMR,10,2009,Surveillance,1,,R,221,20,,,,3,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,AMR,11,2008,Surveillance,1,,R,199,6,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,AMR,12,2001,Survey,1,,A,291,,3.78,1.9,6.66,,2.06,0.76,4.43,,,,,,,,,,,,,,,,,,
Chile,CHL,AMR,13,1997,Survey,1,,A,149,,4.7,1.91,9.44,,1.34,0.16,4.76,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1,2020,Surveillance,1,,A,29160,5619,,,,,,,,,,,,,36433,6937,,,,8241,,,,6937,,,
China,CHN,WPR,2,2019,Surveillance,1,,R,29204,4746,,,,,,,,,,,,,35200,8256,,,,6175,,,,5902,,,
China,CHN,WPR,3,2018,Surveillance,1,,R,34990,4322,,,,,,,,,,,,,34990,7325,,,,5850,,,,7325,,,
China,CHN,WPR,4,2013,Survey,1,,A,758,,17.51,14,21.02,,6.57,4.85,8.29,758,,24.08,20.32,27.84,,,,,,,,,,,,,
China,CHN,WPR,5,2007,Survey,1,,A,892,,25.6,21.5,29.8,,4.1,2.9,5.7,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1001,2005,Survey,0,Heilongjiang Province,A,421,,30.4,26.04,35.04,,9.98,7.28,13.25,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1002,2005,Survey,0,Shanghai Municipality,A,200,,12.5,8.26,17.9,,2.5,0.82,5.74,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1003,2004,Survey,0,Beijing Municipality,A,154,,11.69,7.08,17.84,,3.25,1.06,7.41,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1004,2002,Survey,0,Inner Mongolia Autonomous region,A,308,,41.88,36.31,47.61,,9.09,6.13,12.87,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1005,2001,Survey,0,Henan Province,A,265,,36.6,30.79,42.72,,6.04,3.49,9.62,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1006,1999,Survey,0,Guandong Province,A,63,,17.46,9.05,29.1,,4.76,0.99,13.29,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1007,1999,Survey,0,Hubei Province,A,238,,21.85,16.77,27.64,,5.04,2.63,8.64,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1008,1999,Survey,0,Liaoning Province,A,86,,24.42,15.79,34.87,,4.65,1.28,11.48,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1009,1999,Survey,0,Zhejiang Province,A,140,,35,27.14,43.51,,10,5.58,16.21,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1010,1997,Survey,0,Shandong Province,A,220,,19.55,14.52,25.41,,3.64,1.58,7.04,,,,,,,,,,,,,,,,,,
China,CHN,WPR,1011,1996,Survey,0,Henan Province,A,726,,34.44,30.29,38.98,,9.09,7.03,11.57,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,CIV,AFR,1,2020,Surveillance,1,,R,270,81,,,,,,,,,,,,,945,270,,,,266,,,,85,,,
Côte d'Ivoire,CIV,AFR,2,2019,Surveillance,1,,R,,,,,,,,,,,,,,,1046,325,,,,,,,,,,,
Côte d'Ivoire,CIV,AFR,3,2018,Surveillance,1,,R,150,150,,,,,,,,,,,,,1135,312,,,,150,,,,150,,,
Côte d'Ivoire,CIV,AFR,4,2017,Surveillance,1,,R,139,134,,,,,,,,,,,,,1294,316,,,,134,,,,139,,,
Côte d'Ivoire,CIV,AFR,5,2017,Survey,1,,A,,,,,,,,,,103,,22,13.7,30.3,,,,,,,,,,,,,
Cameroon,CMR,AFR,1,2020,Surveillance,1,,R,536,8,,,,,,,,,,,,,1330,171,,,,43,,,,9,,,
Cameroon,CMR,AFR,2,2019,Surveillance,1,,R,71,57,,,,,,,,,,,,,1244,114,,,,57,,,,71,,,
Cameroon,CMR,AFR,3,2018,Surveillance,1,,R,61,47,,,,,,,,,,,,,1061,70,,,,47,,,,56,,,
Democratic Republic of the Congo,COD,AFR,1,2020,Surveillance,1,,R,201,182,,,,,,,,,,,,,4068,560,,,,182,,,,201,,,
Democratic Republic of the Congo,COD,AFR,2,2019,Surveillance,1,,R,54,50,,,,,,,,,,,,,4792,509,,,,50,,,,54,,,
Democratic Republic of the Congo,COD,AFR,3,2017,Surveillance,1,,R,293,277,,,,,,,,,,,,,5854,559,,,,277,,,,293,,,
Democratic Republic of the Congo,COD,AFR,4,2017,Survey,1,,A,84,,15.8,9,26.3,,,,,,,,,,150,,17.3,11.9,24.4,,23,14.5,34.5,,16,9.1,26.5
Congo,COG,AFR,1,2018,Surveillance,1,,R,0,0,,,,,,,,,,,,,333,40,,,,0,,,,0,,,
Congo,COG,AFR,2,2017,Surveillance,1,,R,,,,,,,,,,,,,,,258,55,,,,,,,,,,,
Cook Islands,COK,WPR,1,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cook Islands,COK,WPR,2,2015,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cook Islands,COK,WPR,3,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cook Islands,COK,WPR,4,2012,Surveillance,1,,A,1,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Colombia,COL,AMR,1,2012,Surveillance,1,,R,391,50,,,,4,,,,,1,,,,,,,,,,,,,,,,
Colombia,COL,AMR,2,2011,Surveillance,1,,R,568,41,,,,8,,,,0,0,,,,,,,,,,,,,,,,
Colombia,COL,AMR,3,2010,Surveillance,1,,R,495,78,,,,6,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,AMR,4,2009,Surveillance,1,,R,487,102,,,,15,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,AMR,5,2005,Survey,1,,A,264,,31.4,26.1,37.3,,,0.8,0.1,,,,,,,,,,,,,,,,,,
Comoros,COM,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,AFR,1,2020,Surveillance,1,,R,9,0,,,,,,,,,,,,,9,0,,,,0,,,,0,,,
Costa Rica,CRI,AMR,1,2019,Surveillance,1,,A,21,0,,,,,,,,,,,,,21,0,,,,0,,,,0,,,
Costa Rica,CRI,AMR,2,2017,Surveillance,1,,A,5,0,,,,,,,,,,,,,5,0,,,,5,,,,0,,,
Costa Rica,CRI,AMR,3,2012,Surveillance,1,,R,22,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Costa Rica,CRI,AMR,4,2006,Survey,1,,A,21,,4.76,0.12,23.82,,0,0,13.29,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,1,2018,Surveillance,1,,R,55,11,,,,,,,,,,,,,67,21,,,,13,,,,17,,,
Cuba,CUB,AMR,2,2014,Surveillance,1,,R,48,2,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,3,2013,Surveillance,1,,R,59,2,,,,3,,,,0,0,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,4,2012,Surveillance,1,,A,51,6,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,5,2011,Surveillance,1,,A,76,7,,,,6,,,,0,0,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,6,2005,Surveillance,1,,A,19,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,7,2004,Surveillance,1,,A,14,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,8,2003,Surveillance,1,,A,29,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,9,2002,Surveillance,1,,A,24,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,10,2000,Surveillance,1,,A,38,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,11,1999,Surveillance,1,,A,17,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,12,1998,Surveillance,1,,A,43,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,13,1997,Surveillance,1,,A,25,6,,,,1,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,14,1996,Surveillance,1,,A,11,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,AMR,15,1995,Surveillance,1,,A,12,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Curaçao,CUW,AMR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,
Curaçao,CUW,AMR,2,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Curaçao,CUW,AMR,3,2014,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Curaçao,CUW,AMR,4,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Curaçao,CUW,AMR,5,2012,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Curaçao,CUW,AMR,6,2011,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cayman Islands,CYM,AMR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,
Cayman Islands,CYM,AMR,2,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cayman Islands,CYM,AMR,3,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cayman Islands,CYM,AMR,4,2012,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cayman Islands,CYM,AMR,5,2011,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,1,2019,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Cyprus,CYP,EUR,2,2018,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Cyprus,CYP,EUR,3,2015,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,4,2014,Surveillance,1,,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,5,2013,Surveillance,1,,A,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,6,2012,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,7,2011,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,8,2010,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,9,2009,Surveillance,1,,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,10,2008,Surveillance,1,,A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,11,2007,pre-2010 TME data collection,1,,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,12,2006,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,13,2005,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,14,2004,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,1,2015,Surveillance,1,,A,26,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,2,2014,Surveillance,1,,A,15,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,3,2013,Surveillance,1,,A,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,4,2012,Surveillance,1,,A,26,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,5,2011,Surveillance,1,,A,17,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,6,2010,Surveillance,1,,A,30,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,7,2009,Surveillance,1,,A,39,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,8,2008,Surveillance,1,,A,37,1,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,9,2007,pre-2010 TME data collection,1,,A,45,3,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,10,2006,pre-2010 TME data collection,1,,A,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,11,2005,Surveillance,1,,A,20,6,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,12,2004,Surveillance,1,,A,10,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,13,2003,Surveillance,1,,A,19,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,14,2002,Surveillance,1,,A,16,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,15,2001,Surveillance,1,,A,15,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,16,2000,Surveillance,1,,A,22,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,17,1999,Surveillance,1,,A,70,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,18,1995,Survey,1,,A,16,,6.25,0.16,30.23,,0,0,17.08,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,1,2015,Surveillance,1,,A,154,32,,,,3,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,2,2014,Surveillance,1,,A,127,22,,,,1,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,3,2013,Surveillance,1,,A,118,25,,,,2,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,4,2012,Surveillance,1,,A,128,12,,,,0,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,5,2011,Surveillance,1,,A,136,16,,,,2,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,6,2010,Surveillance,1,,A,188,14,,,,3,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,7,2009,Surveillance,1,,A,182,18,,,,1,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,8,2008,Surveillance,1,,A,219,24,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,9,2007,pre-2010 TME data collection,1,,A,244,22,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,10,2006,pre-2010 TME data collection,1,,A,243,13,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,11,2005,Surveillance,1,,A,251,31,,,,1,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,12,2004,Surveillance,1,,A,258,36,,,,1,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,13,2003,Surveillance,1,,A,312,32,,,,4,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,14,2002,Surveillance,1,,A,317,30,,,,2,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,15,2001,Surveillance,1,,A,499,37,,,,0,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,16,2000,Surveillance,1,,A,236,14,,,,1,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,17,1999,Surveillance,1,,A,248,17,,,,5,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,18,1998,Survey,1,,A,263,,7.22,4.41,11.05,,0,0,1.13,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,19,1997,Surveillance,1,,A,281,27,,,,2,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,EMR,1,2018,Surveillance,1,,R,6,3,,,,,,,,,,,,,93,9,,,,3,,,,3,,,
Djibouti,DJI,EMR,2,2015,Survey,1,,A,40,,50,33.8,66.2,,,,,,,,,,66,,34.9,24.5,46.9,,52.5,36.1,68.5,,35,20.6,51.7
Dominica,DMA,AMR,1,2019,Surveillance,1,,R,0,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Dominica,DMA,AMR,2,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Dominica,DMA,AMR,3,2012,Surveillance,1,,S,1,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,
Dominica,DMA,AMR,4,2011,Surveillance,1,,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,1,2019,Surveillance,1,,A,17,0,,,,,,,,,,,,,17,0,,,,0,,,,0,,,
Denmark,DNK,EUR,2,2018,Surveillance,1,,A,13,0,,,,,,,,,,,,,13,0,,,,2,,,,0,,,
Denmark,DNK,EUR,3,2017,Surveillance,1,,A,16,0,,,,,,,,,,,,,16,0,,,,0,,,,0,,,
Denmark,DNK,EUR,4,2015,Surveillance,1,,A,22,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,5,2014,Surveillance,1,,A,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,6,2013,Surveillance,1,,A,20,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,7,2012,Surveillance,1,,A,38,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,8,2011,Surveillance,1,,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,9,2010,Surveillance,1,,A,28,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,10,2009,Surveillance,1,,A,32,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,11,2008,Surveillance,1,,A,28,0,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,12,2007,pre-2010 TME data collection,1,,A,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,13,2006,pre-2010 TME data collection,1,,A,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,14,2005,Surveillance,1,,A,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,15,2004,Surveillance,1,,A,22,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,16,2003,Surveillance,1,,A,16,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,17,2002,Surveillance,1,,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,18,2001,Surveillance,1,,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,19,2000,Surveillance,1,,A,33,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,20,1999,Surveillance,1,,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,21,1998,Surveillance,1,,A,32,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,AMR,1,2016,Surveillance,1,,R,221,68,,,,7,,,,0,0,,,,,,,,,,,,,,,,
Dominican Republic,DOM,AMR,2,1995,Survey,1,,A,117,,19.66,12.89,28.02,,11.97,6.7,19.26,,,,,,,,,,,,,,,,,,
Algeria,DZA,AFR,1,2002,Survey,1,,A,22,,9.1,1.1,29.2,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,AFR,2,1988,Survey,1,,A,52,,11.5,4.4,23.4,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,AMR,1,2020,Surveillance,1,,A,197,49,,,,,,,,,,,,,503,161,,,,70,,,,50,,,
Ecuador,ECU,AMR,2,2019,Surveillance,1,,R,446,82,,,,,,,,,,,,,446,98,,,,135,,,,98,,,
Ecuador,ECU,AMR,3,2012,Surveillance,1,,R,827,215,,,,19,,,,17,1,,,,,,,,,,,,,,,,
Ecuador,ECU,AMR,4,2002,Survey,1,,A,185,,24.32,18.33,31.16,,9.19,5.44,14.3,,,,,,,,,,,,,,,,,,
Egypt,EGY,EMR,1,2020,Surveillance,1,,A,326,5,,,,,,,,,,,,,326,41,,,,6,,,,41,,,
Egypt,EGY,EMR,2,2018,Surveillance,1,,A,402,82,,,,,,,,,,,,,402,93,,,,107,,,,93,,,
Egypt,EGY,EMR,3,2017,Surveillance,1,,R,381,90,,,,,,,,,,,,,385,115,,,,180,,,,141,,,
Egypt,EGY,EMR,4,2016,Surveillance,1,,R,518,40,,,,68,,,,33,3,,,,,,,,,,,,,,,,
Egypt,EGY,EMR,5,2015,Surveillance,1,,R,500,68,,,,51,,,,14,0,,,,,,,,,,,,,,,,
Egypt,EGY,EMR,6,2013,Surveillance,1,,R,516,77,,,,39,,,,0,0,,,,,,,,,,,,,,,,
Egypt,EGY,EMR,7,2012,Surveillance,1,,R,438,108,,,,20,,,,0,0,,,,,,,,,,,,,,,,
Egypt,EGY,EMR,8,2011,Survey,1,,A,370,,32.1,24.3,39.9,,10.8,7.8,14.4,,,,,,,,,,,,,,,,,,
Egypt,EGY,EMR,9,2002,Survey,1,,A,217,,38.25,31.75,45.07,,12.44,8.36,17.58,,,,,,,,,,,,,,,,,,
Eritrea,ERI,AFR,1,2020,Surveillance,1,,A,0,0,,,,,,,,,,,,,83,8,,,,0,,,,0,,,
Eritrea,ERI,AFR,2,2018,Surveillance,1,,R,0,0,,,,,,,,,,,,,74,3,,,,0,,,,0,,,
Eritrea,ERI,AFR,3,2018,Survey,1,,A,53,,3.8,0.5,13,,,,,,,,,,53,,7.5,2.1,18.2,,7.5,2.1,18.2,,7.5,2.1,18.2
Spain,ESP,EUR,1,2015,Surveillance,1,,A,61,10,,,,1,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1001,2005,Surveillance,0,Aragon,A,26,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1002,2005,Surveillance,0,Galicia,A,68,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1003,2002,Surveillance,0,Galicia,A,40,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1004,2001,Surveillance,0,Barcelona,A,32,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1005,2000,Surveillance,0,Barcelona,A,27,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1006,1999,Surveillance,0,Barcelona,A,44,9,,,,1,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1007,1998,Surveillance,0,Barcelona,A,69,8,,,,0,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,EUR,1008,1996,Surveillance,0,Barcelona,A,44,9,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,1,2020,Surveillance,1,,A,10,3,,,,,,,,,,,,,13,4,,,,3,,,,3,,,
Estonia,EST,EUR,2,2019,Surveillance,1,,A,20,10,,,,,,,,,,,,,21,11,,,,10,,,,10,,,
Estonia,EST,EUR,3,2018,Surveillance,1,,A,18,8,,,,,,,,,,,,,20,10,,,,8,,,,10,,,
Estonia,EST,EUR,4,2017,Surveillance,1,,A,20,10,,,,,,,,,,,,,21,11,,,,10,,,,11,,,
Estonia,EST,EUR,5,2016,Surveillance,1,,A,13,6,,,,1,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,6,2015,Surveillance,1,,A,35,18,,,,1,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,7,2014,Surveillance,1,,A,29,18,,,,2,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,8,2013,Surveillance,1,,A,44,21,,,,2,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,9,2012,Surveillance,1,,A,46,23,,,,3,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,10,2011,Surveillance,1,,A,52,30,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,11,2010,Surveillance,1,,A,64,28,,,,2,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,12,2009,Surveillance,1,,A,63,31,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,13,2008,Surveillance,1,,A,75,32,,,,,,,,,,,,,,,,,,,,,,,,,
