country,iso3,g.whoregion,year.new,source.new,all.areas.covered.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi,year.ret,source.ret,all.areas.covered.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi,dr.h.nr.ret,dr.h.nr.ret.pcnt,dr.h.nr.ret.pcnt.lo,dr.h.nr.ret.pcnt.hi
Libya,LBY,EMR,2020,Surveillance,1,N,0,0,,,,,,,,,,,,,732,12,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,LCA,AMR,2018,Surveillance,1,N,0,0,,,,,,,,,,,,,5,0,,,,0,,,,0,,,,,,,,2013,Surveillance,1,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Sri Lanka,LKA,SEA,2018,Survey,1,A,1052,,0.1,0,0.5,,,,,,,,,,1421,,0.1,0,0.5,,0.2,0,0.7,,0.2,0,0.7,,,,,2018,Surveillance,1,R,311,4,,,,,,,,,,,,,421,14,,,,13,,,,4,,,,,,,
Lesotho,LSO,AFR,2020,Surveillance,1,A,109,3,,,,,,,,,,,,,2209,109,,,,3,,,,109,,,,,,,,2020,Surveillance,1,A,53,2,,,,,,,,,,,,,385,51,,,,4,,,,51,,,,,,,
Lithuania,LTU,EUR,2020,Surveillance,1,A,483,60,,,,,,,,,,,,,483,61,,,,97,,,,61,,,,,,,,2020,Surveillance,1,A,134,43,,,,,,,,,,,,,134,43,,,,49,,,,43,,,,,,,
Luxembourg,LUX,EUR,2020,Surveillance,1,A,18,0,,,,,,,,,,,,,18,0,,,,1,,,,0,,,,,,,,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Latvia,LVA,EUR,2017,Surveillance,1,A,364,28,,,,,,,,,,,,,364,29,,,,92,,,,29,,,,,,,,2017,Surveillance,1,A,59,17,,,,,,,,,,,,,59,18,,,,27,,,,18,,,,,,,
"China, Macao SAR",MAC,WPR,2020,Surveillance,1,A,209,3,,,,,,,,,,,,,209,4,,,,20,,,,4,,,,,,,,2020,Surveillance,1,A,23,0,,,,,,,,,,,,,23,0,,,,2,,,,0,,,,,,,
Morocco,MAR,EMR,2014,Survey,1,A,1086,,1,0.3,1.7,,0,0,0.3,,,,,,,,,,,,,,,,,,,,2.8,1.8,3.8,2019,Surveillance,1,R,105,77,,,,,,,,,,,,,975,201,,,,99,,,,83,,,,,,,
Monaco,MCO,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,2020,Surveillance,1,A,659,166,,,,,,,,,,,,,840,218,,,,216,,,,168,,,,,,,,2020,Surveillance,1,A,234,109,,,,,,,,,,,,,367,195,,,,121,,,,109,,,,,,,
Madagascar,MDG,AFR,2007,Survey,1,A,810,,0.49,0.13,1.26,,0,0,0.37,,,,,,,,,,,,,,,,,,,,4.07,2.8,5.72,2007,Survey,1,A,51,,3.92,0.48,13.46,,1.96,0.05,10.45,,,,,,,,,,,,,,,,,,,,5.88,1.23,16.24
Maldives,MDV,SEA,2019,Surveillance,1,N,1,1,,,,,,,,,,,,,108,1,,,,1,,,,1,,,,,,,,2016,Surveillance,1,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Mexico,MEX,AMR,2009,Survey,1,A,1584,,2.4,2.1,2.8,,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,6.1,5.6,6.6,2009,Survey,1,A,191,,6.5,5.1,7.8,,4.4,3.3,5.5,,,,,,,,,,,,,,,,,,,,9,7,11
Marshall Islands,MHL,WPR,2019,Surveillance,1,N,0,0,,,,,,,,,,,,,30,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,R,0,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
North Macedonia,MKD,EUR,2020,Surveillance,1,A,81,0,,,,,,,,,,,,,81,1,,,,4,,,,1,,,,,,,,2020,Surveillance,1,A,10,0,,,,,,,,,,,,,10,1,,,,0,,,,1,,,,,,,
Mali,MLI,AFR,2019,Survey,1,A,,,,,,,,,,,,,,,1105,,0.9,0.5,1.6,,,,,,,,,,,,,2019,Survey,1,A,,,,,,,,,,,,,,,177,,7.9,4.5,12.5,,,,,,,,,,,,
Malta,MLT,EUR,2019,Surveillance,1,N,37,0,,,,,,,,,,,,,37,0,,,,2,,,,0,,,,,,,,2017,Surveillance,1,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Myanmar,MMR,SEA,2020,Surveillance,1,A,442,79,,,,,,,,,,,,,33246,1302,,,,127,,,,89,,,,,,,,2020,Surveillance,1,A,810,48,,,,,,,,,,,,,6076,1066,,,,159,,,,63,,,,,,,
Montenegro,MNE,EUR,2020,Surveillance,1,A,26,0,,,,,,,,,,,,,29,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Mongolia,MNG,WPR,2020,Surveillance,1,A,545,33,,,,,,,,,,,,,1612,90,,,,114,,,,37,,,,,,,,2020,Surveillance,1,A,151,18,,,,,,,,,,,,,412,53,,,,41,,,,19,,,,,,,
Northern Mariana Islands,MNP,WPR,2020,Surveillance,1,N,24,2,,,,,,,,,,,,,24,2,,,,3,,,,2,,,,,,,,2017,Surveillance,1,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Mozambique,MOZ,AFR,2007,Survey,1,A,1102,,3.5,2.2,4.8,,0.2,0,0.7,,,,,,,,,,,,,,,,,,,,4.26,3.13,5.67,2019,Surveillance,1,R,713,218,,,,,,,,,,,,,1961,253,,,,288,,,,284,,,,,,,
Mauritania,MRT,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,Surveillance,1,R,0,0,,,,,,,,,,,,,48,22,,,,0,,,,0,,,,,,,
Montserrat,MSR,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,AFR,2020,Surveillance,1,A,0,0,,,,,,,,,,,,,83,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,0,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Malawi,MWI,AFR,2019,Survey,1,A,1466,,0.68,0.32,1.25,,,,,,,,,,1541,,2.32,1.56,3.08,,8.19,6.83,9.7,,2.04,1.38,2.9,,7.4,6.14,8.89,2019,Survey,1,A,483,,2.7,1.44,4.55,,,,,,,,,,567,,6.1,4.13,8.05,,13.04,10.17,16.3,,5.79,3.8,8.26,,10.35,7.78,13.41
Malaysia,MYS,WPR,2019,Surveillance,1,N,11961,68,,,,,,,,,,,,,12019,142,,,,246,,,,150,,,,,,,,2020,Surveillance,1,R,654,59,,,,,,,,,,,,,754,101,,,,89,,,,98,,,,,,,
Namibia,NAM,AFR,2020,Surveillance,1,N,33,26,,,,,,,,,,,,,3335,138,,,,27,,,,32,,,,,,,,2015,Survey,1,A,698,,9.2,7.1,11.4,,2.5,1.4,3.7,,,,,,,,,,,,,,,,,,,,9,6.9,11.1
New Caledonia,NCL,WPR,2019,Surveillance,1,N,16,0,,,,,,,,,,,,,16,0,,,,1,,,,0,,,,,,,,2018,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Niger,NER,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,Surveillance,1,R,59,56,,,,,,,,,,,,,389,66,,,,56,,,,59,,,,,,,
Nigeria,NGA,AFR,2010,Survey,1,A,1190,,2.9,2.1,4,,1.4,0.9,2.2,,,,,,,,,,,,,,,,,,,,4.3,3.3,5.5,2019,Surveillance,1,R,,,,,,,,,,,,,,,4758,,,,,,,,,,,,,,,,
Nicaragua,NIC,AMR,2020,Surveillance,1,A,1262,1,,,,,,,,,,,,,1262,18,,,,1,,,,18,,,,,,,,2020,Surveillance,1,A,146,1,,,,,,,,,,,,,146,8,,,,1,,,,8,,,,,,,
Niue,NIU,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,2020,Surveillance,1,N,243,3,,,,,,,,,,,,,244,4,,,,21,,,,4,,,,,,,,2019,Surveillance,1,A,13,0,,,,,,,,,,,,,13,0,,,,0,,,,0,,,,,,,
Norway,NOR,EUR,2020,Surveillance,1,A,78,1,,,,,,,,,,,,,81,2,,,,7,,,,2,,,,,,,,2020,Surveillance,1,A,8,0,,,,,,,,,,,,,9,0,,,,2,,,,0,,,,,,,
Nepal,NPL,SEA,2011,Survey,1,A,664,,2.2,1.3,3.8,,0,,,,,,,,,,,,,,,,,,,,,,3.1,2,4.7,2011,Survey,1,A,142,,15.4,10.1,22.7,,0,,,,,,,,,,,,,,,,,,,,,,6.7,2.9,17.7
Nauru,NRU,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,WPR,2014,Surveillance,1,A,156,2,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,,2014,Surveillance,1,A,5,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Oman,OMN,EMR,2020,Surveillance,1,A,218,1,,,,,,,,,,,,,218,2,,,,15,,,,2,,,,,,,,2020,Surveillance,1,A,3,0,,,,,,,,,,,,,3,0,,,,0,,,,0,,,,,,,
Pakistan,PAK,EMR,2013,Survey,1,A,1380,,3.7,2.5,5,,0.7,0.1,1.2,1610,,4.2,3.2,5.3,,,,,,,,,,,,,,,7.9,6.5,9.4,2019,Surveillance,1,R,2275,1176,,,,,,,,,,,,,11982,874,,,,1332,,,,1371,,,,,,,
Panama,PAN,AMR,2019,Surveillance,1,N,526,5,,,,,,,,,,,,,526,22,,,,12,,,,22,,,,,,,,2016,Surveillance,1,R,57,1,,,,9,,,,7,1,,,,,,,,,,,,,,,,,1,,,
Peru,PER,AMR,2016,Surveillance,1,A,14295,784,,,,117,,,,0,0,,,,,,,,,,,,,,,,,730,,,,2017,Surveillance,1,R,2584,491,,,,,,,,,,,,,2622,537,,,,1652,,,,533,,,,,,,
Philippines,PHL,WPR,2019,Survey,1,A,2107,,1.2,0.8,1.9,,,,,,,,,,3078,,1.8,1.3,2.6,,9.2,7.8,10.8,,1.9,1.3,2.7,,7.9,6.8,9.3,2020,Surveillance,1,R,201,159,,,,,,,,,,,,,13132,3445,,,,164,,,,192,,,,,,,
Palau,PLW,WPR,2020,Surveillance,1,A,8,0,,,,,,,,,,,,,8,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Papua New Guinea,PNG,WPR,2014,Survey,0,A,999,,2.7,1.1,4.3,,1.4,0.8,2.3,999,,3.4,1.7,5,,,,,,,,,,,,,,,,,,2014,Survey,0,A,146,,19.1,8.5,29.8,,8.2,4.3,13.9,146,,25.6,14.9,36.3,,,,,,,,,,,,,,,,,
Poland,POL,EUR,2020,Surveillance,1,A,2005,26,,,,,,,,,,,,,2005,29,,,,89,,,,29,,,,,,,,2020,Surveillance,1,A,329,9,,,,,,,,,,,,,329,10,,,,20,,,,10,,,,,,,
Puerto Rico,PRI,AMR,2020,Surveillance,1,N,22,2,,,,,,,,,,,,,22,2,,,,5,,,,2,,,,,,,,2018,Surveillance,1,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Democratic People's Republic of Korea,PRK,SEA,2014,Survey,0,A,362,,1.9,0.8,3.9,,0.3,0,1.5,,,,,,,,,,,,,,,,,,,,,,,2014,Survey,0,A,98,,15.3,8.8,24,,1,0,5.6,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,2012,Surveillance,1,A,1219,12,,,,0,,,,,,,,,,,,,,,,,,,,,,57,,,,2012,Surveillance,1,A,102,5,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Paraguay,PRY,AMR,2008,Survey,1,A,319,,0.3,0,1.7,,0.6,0.1,2.2,,,,,,,,,,,,,,,,,,,,1.6,0.5,3.6,2008,Survey,1,A,48,,14.6,6.1,27.8,,0,,,,,,,,,,,,,,,,,,,,,,2.1,0.1,11.1
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2020,Surveillance,1,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,WPR,2020,Surveillance,1,A,3,3,,,,,,,,,,,,,44,3,,,,3,,,,3,,,,,,,,2020,Surveillance,1,A,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,
Qatar,QAT,EMR,2020,Surveillance,1,A,374,8,,,,,,,,,,,,,374,9,,,,31,,,,9,,,,,,,,2020,Surveillance,1,A,3,1,,,,,,,,,,,,,3,1,,,,1,,,,1,,,,,,,
Romania,ROU,EUR,2020,Surveillance,1,A,3562,63,,,,,,,,,,,,,3589,83,,,,159,,,,83,,,,,,,,2020,Surveillance,1,A,1180,138,,,,,,,,,,,,,1192,160,,,,194,,,,158,,,,,,,
Russian Federation,RUS,EUR,2020,Surveillance,1,A,21099,7152,,,,,,,,,,,,,21099,7657,,,,9778,,,,7657,,,,,,,,2020,Surveillance,1,A,20923,13417,,,,,,,,,,,,,20923,14306,,,,15346,,,,14306,,,,,,,
Rwanda,RWA,AFR,2019,Surveillance,1,A,,20,,,,,,,,,,,,,3480,75,,,,,,,,75,,,,,,,,2019,Surveillance,1,A,,5,,,,,,,,,,,,,366,26,,,,,,,,26,,,,,,,
Saudi Arabia,SAU,EMR,2010,Survey,1,A,1609,,1.8,1.4,2.4,,0.8,0.5,1.2,,,,,,,,,,,,,,,,,,,,5.7,4.9,6.7,2018,Surveillance,1,R,45,2,,,,,,,,,,,,,116,2,,,,13,,,,2,,,,,,,
Sudan,SDN,EMR,2017,Survey,1,A,,,2.3,1.2,3.5,,,,,1030,,2.9,1.7,4.1,,,,,,,3.9,2.8,5,,,,,,,,,2020,Surveillance,1,R,0,0,,,,,,,,,,,,,712,76,,,,0,,,,0,,,,,,,
Senegal,SEN,AFR,2014,Survey,1,A,818,,0.5,0,1,,0.4,0,0.9,,,,,,,,,,,,,,,,,,,,,,,2020,Surveillance,1,R,45,34,,,,,,,,,,,,,800,61,,,,34,,,,45,,,,,,,
Singapore,SGP,WPR,2020,Surveillance,1,A,1066,9,,,,,,,,,,,,,1066,12,,,,72,,,,12,,,,,,,,2020,Surveillance,1,A,55,1,,,,,,,,,,,,,55,1,,,,6,,,,1,,,,,,,
Solomon Islands,SLB,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,Surveillance,1,R,0,0,,,,,,,,,,,,,8,0,,,,0,,,,0,,,,,,,
Sierra Leone,SLE,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Surveillance,1,R,83,0,,,,1,,,,40,4,,,,,,,,,,,,,,,,,3,,,
San Marino,SMR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,EMR,2011,Survey,1,A,754,,5.2,2.7,7.7,,3.5,2.4,5,,,,,,,,,,,,,,,,,,,,6,4.5,7.9,2020,Surveillance,1,R,0,0,,,,,,,,,,,,,41,0,,,,0,,,,0,,,,,,,
Serbia,SRB,EUR,2013,Surveillance,1,A,705,6,,,,2,,,,0,0,,,,,,,,,,,,,,,,,8,,,,2013,Surveillance,1,A,86,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,2,,,
South Sudan,SSD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Surveillance,1,R,8,7,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Suriname,SUR,AMR,2020,Surveillance,1,N,0,,,,,,,,,,,,,,66,6,,,,0,,,,0,,,,,,,,2019,Surveillance,1,A,0,0,,,,,,,,,,,,,11,6,,,,0,,,,0,,,,,,,
Slovakia,SVK,EUR,2020,Surveillance,1,A,51,0,,,,,,,,,,,,,51,0,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,11,1,,,,,,,,,,,,,11,1,,,,2,,,,1,,,,,,,
Slovenia,SVN,EUR,2020,Surveillance,1,A,57,0,,,,,,,,,,,,,57,1,,,,1,,,,1,,,,,,,,2020,Surveillance,1,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Sweden,SWE,EUR,2020,Surveillance,1,A,169,4,,,,,,,,,,,,,169,4,,,,15,,,,4,,,,,,,,2020,Surveillance,1,A,10,1,,,,,,,,,,,,,10,1,,,,1,,,,1,,,,,,,
Eswatini,SWZ,AFR,2018,Survey,1,A,635,,6.5,4.7,8.7,,,,,,,,,,1195,,8.6,6.7,10.8,,11.2,8.8,13.9,,7.9,5.9,10.2,,,,,2018,Survey,1,A,99,,9.1,4.2,16.6,,,,,,,,,,223,,17.5,11.2,24.9,,12.1,6.4,20.2,,14.1,8,22.6,,,,
Sint Maarten (Dutch part),SXM,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,2020,Surveillance,1,N,7,0,,,,,,,,,,,,,7,0,,,,7,,,,0,,,,,,,,2019,Surveillance,1,A,0,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Syrian Arab Republic,SYR,EMR,2019,Surveillance,1,A,237,5,,,,,,,,,,,,,906,11,,,,15,,,,6,,,,,,,,2020,Surveillance,1,R,17,2,,,,,,,,,,,,,70,11,,,,11,,,,2,,,,,,,
Turks and Caicos Islands,TCA,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,Surveillance,1,R,15,4,,,,,,,,,,,,,582,15,,,,4,,,,15,,,,,,,
Togo,TGO,AFR,2020,Surveillance,1,A,1613,1,,,,,,,,,,,,,1613,13,,,,1,,,,13,,,,,,,,2020,Surveillance,1,A,124,1,,,,,,,,,,,,,124,3,,,,1,,,,3,,,,,,,
Thailand,THA,SEA,2018,Survey,1,A,,,1.2,0.7,2,,,,,,,,,,,,1.7,1.1,2.7,,,,,,,,,,,,,2020,Surveillance,1,R,3667,337,,,,,,,,,,,,,3724,590,,,,740,,,,490,,,,,,,
Tajikistan,TJK,EUR,2020,Surveillance,1,A,1343,240,,,,,,,,,,,,,1683,408,,,,402,,,,251,,,,,,,,2020,Surveillance,1,A,301,84,,,,,,,,,,,,,340,147,,,,135,,,,85,,,,,,,
Tokelau,TKL,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,2018,Survey,1,A,894,,23.4,20.7,26.2,,,,,,,,,,970,,23.2,20.6,25.9,,39.9,36.8,43.2,,24.4,21.7,27.3,,,,,2018,Survey,1,A,273,,54.2,48.3,60.1,,,,,,,,,,278,,54,48.1,59.8,,69.2,63.6,74.5,,55,49,60.8,,,,
Timor-Leste,TLS,SEA,2019,Survey,1,A,59,,1.7,0.1,7.2,,,,,,,,,,844,,0.6,0.2,1.3,,11.9,5.3,21.7,,1.7,0.1,7.2,,10.2,4.2,19.5,2019,Survey,1,A,5,,0,0,100,,,,,,,,,,73,,2.7,0.5,8.2,,0,0,100,,20,1.3,62.8,,0,0,100
Tonga,TON,WPR,2020,Surveillance,1,N,5,0,,,,,,,,,,,,,5,0,,,,0,,,,0,,,,,,,,2017,Surveillance,1,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Trinidad and Tobago,TTO,AMR,2018,Surveillance,1,A,0,,,,,,,,,,,,,,151,0,,,,,,,,,,,,,,,,2018,Surveillance,1,A,0,,,,,,,,,,,,,,21,1,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,2018,Surveillance,1,A,1051,11,,,,,,,,,,,,,1051,11,,,,11,,,,11,,,,,,,,2020,Surveillance,1,R,22,7,,,,,,,,,,,,,22,7,,,,13,,,,7,,,,,,,
Turkey,TUR,EUR,2020,Surveillance,1,A,3710,84,,,,,,,,,,,,,3777,94,,,,384,,,,94,,,,,,,,2020,Surveillance,1,A,285,24,,,,,,,,,,,,,297,33,,,,56,,,,30,,,,,,,
Tuvalu,TUV,WPR,2020,Surveillance,1,A,0,0,,,,,,,,,,,,,15,1,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,0,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
United Republic of Tanzania,TZA,AFR,2018,Survey,1,A,1060,,1.1,0.4,1.8,,,,,,,,,,1161,,0.97,0.4,1.6,,1.1,0.5,1.7,,0.94,0.4,1.5,,,,,2019,Surveillance,1,R,,,,,,,,,,,,,,,1090,133,,,,,,,,,,,,,,,
Uganda,UGA,AFR,2019,Surveillance,1,N,95,60,,,,,,,,,,,,,29900,313,,,,63,,,,70,,,,,,,,2011,Survey,1,A,116,,12.1,6.8,19.4,,0,,,,,,,,,,,,,,,,,,,,,,5.2,1.9,10
Ukraine,UKR,EUR,2020,Surveillance,1,A,8793,1849,,,,,,,,,,,,,8793,2515,,,,2559,,,,2515,,,,,,,,2020,Surveillance,1,A,4025,1227,,,,,,,,,,,,,4025,1662,,,,1482,,,,1662,,,,,,,
Uruguay,URY,AMR,2020,Surveillance,1,A,12,2,,,,,,,,,,,,,476,9,,,,5,,,,9,,,,,,,,2020,Surveillance,1,A,6,0,,,,,,,,,,,,,79,4,,,,3,,,,3,,,,,,,
United States of America,USA,AMR,2020,Surveillance,1,A,4359,40,,,,,,,,,,,,,4370,47,,,,360,,,,47,,,,,,,,2020,Surveillance,1,A,189,8,,,,,,,,,,,,,189,9,,,,28,,,,9,,,,,,,
Uzbekistan,UZB,EUR,2020,Surveillance,1,A,3946,721,,,,,,,,,,,,,3946,721,,,,721,,,,721,,,,,,,,2020,Surveillance,1,A,1499,673,,,,,,,,,,,,,1767,679,,,,929,,,,679,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,2020,Surveillance,1,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,,,,,,2014,Surveillance,1,R,0,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,
Venezuela (Bolivarian Republic of),VEN,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,2020,Surveillance,1,A,0,0,,,,,,,,,,,,,46408,1894,,,,0,,,,0,,,,,,,,2020,Surveillance,1,A,1522,496,,,,,,,,,,,,,6113,989,,,,738,,,,532,,,,,,,
Vanuatu,VUT,WPR,2020,Surveillance,1,N,43,0,,,,,,,,,,,,,43,0,,,,43,,,,0,,,,,,,,2017,Surveillance,1,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Wallis and Futuna Islands,WLF,WPR,2019,Surveillance,1,N,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,2019,Surveillance,1,N,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,,2016,Surveillance,1,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Yemen,YEM,EMR,2011,Survey,1,A,1108,,1.7,0.5,3,,0.6,0,1.3,,,,,,,,,,,,,,,,,,,,1.9,1,2.8,2011,Survey,1,A,129,,14.9,8.1,21.7,,3.2,0.1,6.3,,,,,,,,,,,,,,,,,,,,1.5,0,3.6
South Africa,ZAF,AFR,2014,Survey,1,A,6525,,2.1,1.5,2.7,,1.4,0.9,1.8,,,3.4,2.5,4.3,,,,,,,,,,,,,,,5.5,4.6,6.5,2014,Survey,1,A,2165,,4.6,3.2,6,,2.5,1.2,3.7,,,7.1,4.8,9.5,,,,,,,,,,,,,,,6.5,5.1,7.9
Zambia,ZMB,AFR,2020,Surveillance,1,N,298,72,,,,,,,,,,,,,15390,372,,,,114,,,,101,,,,,,,,2020,Survey,1,A,,,,,,,,,,,,,,,121,,9.3,5,16.5,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,2020,Surveillance,1,A,224,25,,,,,,,,,,,,,7361,124,,,,33,,,,33,,,,,,,,2020,Surveillance,1,A,90,37,,,,,,,,,,,,,410,100,,,,37,,,,46,,,,,,,
